"FIPS Code","Geography","Year","Program Type","Population"
"36093","Schenectady County","2014","Intercensal Population Estimate","156,148"
"36095","Schoharie County","2014","Intercensal Population Estimate","31,173"
"36097","Schuyler County","2014","Intercensal Population Estimate","18,267"
"36099","Seneca County","2014","Intercensal Population Estimate","34,788"
"36101","Steuben County","2014","Intercensal Population Estimate","97,618"
"36103","Suffolk County","2014","Intercensal Population Estimate","1,516,702"
"36105","Sullivan County","2014","Intercensal Population Estimate","76,858"
"36107","Tioga County","2014","Intercensal Population Estimate","50,048"
"36109","Tompkins County","2014","Intercensal Population Estimate","105,399"
"36111","Ulster County","2014","Intercensal Population Estimate","182,140"
"36113","Warren County","2014","Intercensal Population Estimate","65,709"
"36115","Washington County","2014","Intercensal Population Estimate","62,732"
"36117","Wayne County","2014","Intercensal Population Estimate","92,585"
"36119","Westchester County","2014","Intercensal Population Estimate","983,034"
"36121","Wyoming County","2014","Intercensal Population Estimate","41,549"
"36123","Yates County","2014","Intercensal Population Estimate","25,145"
"36000","New York State","2013","Intercensal Population Estimate","19,892,558"
"36001","Albany County","2013","Intercensal Population Estimate","310,132"
"36003","Allegany County","2013","Intercensal Population Estimate","48,163"
"36005","Bronx County","2013","Intercensal Population Estimate","1,442,945"
"36007","Broome County","2013","Intercensal Population Estimate","200,808"
"36009","Cattaraugus County","2013","Intercensal Population Estimate","79,338"
"36011","Cayuga County","2013","Intercensal Population Estimate","79,129"
"36013","Chautauqua County","2013","Intercensal Population Estimate","133,333"
"36015","Chemung County","2013","Intercensal Population Estimate","88,643"
"36017","Chenango County","2013","Intercensal Population Estimate","49,600"
"36019","Clinton County","2013","Intercensal Population Estimate","81,521"
"36021","Columbia County","2013","Intercensal Population Estimate","62,795"
"36023","Cortland County","2013","Intercensal Population Estimate","48,759"
"36025","Delaware County","2013","Intercensal Population Estimate","46,883"
"36027","Dutchess County","2013","Intercensal Population Estimate","297,030"
"36029","Erie County","2013","Intercensal Population Estimate","932,734"
"36031","Essex County","2013","Intercensal Population Estimate","38,746"
"36033","Franklin County","2013","Intercensal Population Estimate","50,423"
"36035","Fulton County","2013","Intercensal Population Estimate","54,458"
"36037","Genesee County","2013","Intercensal Population Estimate","59,536"
"36039","Greene County","2013","Intercensal Population Estimate","48,540"
"36041","Hamilton County","2013","Intercensal Population Estimate","5,007"
"36043","Herkimer County","2013","Intercensal Population Estimate","63,591"
"36045","Jefferson County","2013","Intercensal Population Estimate","121,238"
"36047","Kings County","2013","Intercensal Population Estimate","2,649,210"
"36049","Lewis County","2013","Intercensal Population Estimate","27,205"
"36051","Livingston County","2013","Intercensal Population Estimate","64,375"
"36053","Madison County","2013","Intercensal Population Estimate","71,655"
"36055","Monroe County","2013","Intercensal Population Estimate","754,196"
"36057","Montgomery County","2013","Intercensal Population Estimate","49,853"
"36059","Nassau County","2013","Intercensal Population Estimate","1,366,077"
"36061","New York County","2013","Intercensal Population Estimate","1,653,028"
"36063","Niagara County","2013","Intercensal Population Estimate","215,384"
"36065","Oneida County","2013","Intercensal Population Estimate","234,805"
"36067","Onondaga County","2013","Intercensal Population Estimate","473,710"
"36069","Ontario County","2013","Intercensal Population Estimate","109,843"
"36071","Orange County","2013","Intercensal Population Estimate","379,602"
"36073","Orleans County","2013","Intercensal Population Estimate","42,313"
"36075","Oswego County","2013","Intercensal Population Estimate","121,504"
"36077","Otsego County","2013","Intercensal Population Estimate","61,519"
"36079","Putnam County","2013","Intercensal Population Estimate","99,250"
"36081","Queens County","2013","Intercensal Population Estimate","2,342,084"
"36083","Rensselaer County","2013","Intercensal Population Estimate","160,480"
"36085","Richmond County","2013","Intercensal Population Estimate","478,250"
"36087","Rockland County","2013","Intercensal Population Estimate","323,148"
"36089","St. Lawrence County","2013","Intercensal Population Estimate","112,339"
"36091","Saratoga County","2013","Intercensal Population Estimate","225,867"
"36093","Schenectady County","2013","Intercensal Population Estimate","155,819"
"36095","Schoharie County","2013","Intercensal Population Estimate","31,447"
"36097","Schuyler County","2013","Intercensal Population Estimate","18,455"
"36099","Seneca County","2013","Intercensal Population Estimate","35,165"
"36101","Steuben County","2013","Intercensal Population Estimate","98,417"
"36103","Suffolk County","2013","Intercensal Population Estimate","1,513,565"
"36105","Sullivan County","2013","Intercensal Population Estimate","77,879"
"36107","Tioga County","2013","Intercensal Population Estimate","50,276"
"36109","Tompkins County","2013","Intercensal Population Estimate","105,097"
"36111","Ulster County","2013","Intercensal Population Estimate","182,025"
"36113","Warren County","2013","Intercensal Population Estimate","65,735"
"36115","Washington County","2013","Intercensal Population Estimate","62,960"
"36117","Wayne County","2013","Intercensal Population Estimate","92,946"
"36119","Westchester County","2013","Intercensal Population Estimate","976,839"
"36121","Wyoming County","2013","Intercensal Population Estimate","41,678"
"36123","Yates County","2013","Intercensal Population Estimate","25,206"
"36000","New York State","2012","Intercensal Population Estimate","19,758,616"
"36001","Albany County","2012","Intercensal Population Estimate","308,179"
"36003","Allegany County","2012","Intercensal Population Estimate","48,391"
"36005","Bronx County","2012","Intercensal Population Estimate","1,425,939"
"36007","Broome County","2012","Intercensal Population Estimate","200,667"
"36009","Cattaraugus County","2012","Intercensal Population Estimate","79,587"
"36011","Cayuga County","2012","Intercensal Population Estimate","79,535"
"36013","Chautauqua County","2012","Intercensal Population Estimate","133,644"
"36015","Chemung County","2012","Intercensal Population Estimate","89,448"
"36017","Chenango County","2012","Intercensal Population Estimate","49,975"
"36019","Clinton County","2012","Intercensal Population Estimate","81,715"
"36021","Columbia County","2012","Intercensal Population Estimate","62,895"
"36023","Cortland County","2012","Intercensal Population Estimate","48,922"
"36025","Delaware County","2012","Intercensal Population Estimate","47,270"
"36027","Dutchess County","2012","Intercensal Population Estimate","297,539"
"36029","Erie County","2012","Intercensal Population Estimate","928,112"
"36031","Essex County","2012","Intercensal Population Estimate","38,979"
"36033","Franklin County","2012","Intercensal Population Estimate","51,238"
"36035","Fulton County","2012","Intercensal Population Estimate","54,923"
"36037","Genesee County","2012","Intercensal Population Estimate","59,967"
"36039","Greene County","2012","Intercensal Population Estimate","48,750"
"36041","Hamilton County","2012","Intercensal Population Estimate","4,969"
"36043","Herkimer County","2012","Intercensal Population Estimate","64,025"
"36045","Jefferson County","2012","Intercensal Population Estimate","122,150"
"36047","Kings County","2012","Intercensal Population Estimate","2,611,093"
"36049","Lewis County","2012","Intercensal Population Estimate","27,268"
"36051","Livingston County","2012","Intercensal Population Estimate","64,617"
"36053","Madison County","2012","Intercensal Population Estimate","71,859"
"36055","Monroe County","2012","Intercensal Population Estimate","751,444"
"36057","Montgomery County","2012","Intercensal Population Estimate","49,905"
"36059","Nassau County","2012","Intercensal Population Estimate","1,359,255"
"36061","New York County","2012","Intercensal Population Estimate","1,641,641"
"36063","Niagara County","2012","Intercensal Population Estimate","215,596"
"36065","Oneida County","2012","Intercensal Population Estimate","234,772"
"36067","Onondaga County","2012","Intercensal Population Estimate","470,883"
"36069","Ontario County","2012","Intercensal Population Estimate","109,169"
"36071","Orange County","2012","Intercensal Population Estimate","377,386"
"36073","Orleans County","2012","Intercensal Population Estimate","42,450"
"36075","Oswego County","2012","Intercensal Population Estimate","121,689"
"36077","Otsego County","2012","Intercensal Population Estimate","61,681"
"36079","Putnam County","2012","Intercensal Population Estimate","99,395"
"36081","Queens County","2012","Intercensal Population Estimate","2,310,213"
"36083","Rensselaer County","2012","Intercensal Population Estimate","160,083"
"36085","Richmond County","2012","Intercensal Population Estimate","475,075"
"36087","Rockland County","2012","Intercensal Population Estimate","319,873"
"36089","St. Lawrence County","2012","Intercensal Population Estimate","112,645"
"36091","Saratoga County","2012","Intercensal Population Estimate","223,715"
"36093","Schenectady County","2012","Intercensal Population Estimate","155,626"
"36095","Schoharie County","2012","Intercensal Population Estimate","31,724"
"36097","Schuyler County","2012","Intercensal Population Estimate","18,549"
"36099","Seneca County","2012","Intercensal Population Estimate","35,299"
"36101","Steuben County","2012","Intercensal Population Estimate","98,620"
"36103","Suffolk County","2012","Intercensal Population Estimate","1,508,218"
"36105","Sullivan County","2012","Intercensal Population Estimate","77,579"
"36107","Tioga County","2012","Intercensal Population Estimate","50,399"
"36109","Tompkins County","2012","Intercensal Population Estimate","103,790"
"36111","Ulster County","2012","Intercensal Population Estimate","182,458"
"36113","Warren County","2012","Intercensal Population Estimate","65,870"
"36115","Washington County","2012","Intercensal Population Estimate","63,137"
"36117","Wayne County","2012","Intercensal Population Estimate","93,444"
"36119","Westchester County","2012","Intercensal Population Estimate","968,129"
"36121","Wyoming County","2012","Intercensal Population Estimate","41,916"
"36123","Yates County","2012","Intercensal Population Estimate","25,332"
"36000","New York State","2011","Intercensal Population Estimate","19,602,134"
"36001","Albany County","2011","Intercensal Population Estimate","305,961"
"36003","Allegany County","2011","Intercensal Population Estimate","48,902"
"36005","Bronx County","2011","Intercensal Population Estimate","1,405,193"
"36007","Broome County","2011","Intercensal Population Estimate","200,464"
"36009","Cattaraugus County","2011","Intercensal Population Estimate","79,948"
"36011","Cayuga County","2011","Intercensal Population Estimate","79,713"
"36013","Chautauqua County","2011","Intercensal Population Estimate","134,400"
"36015","Chemung County","2011","Intercensal Population Estimate","89,074"
"36017","Chenango County","2011","Intercensal Population Estimate","50,239"
"36019","Clinton County","2011","Intercensal Population Estimate","81,726"
"36021","Columbia County","2011","Intercensal Population Estimate","62,779"
"36023","Cortland County","2011","Intercensal Population Estimate","49,322"
"36025","Delaware County","2011","Intercensal Population Estimate","47,614"
"36027","Dutchess County","2011","Intercensal Population Estimate","298,424"
"36029","Erie County","2011","Intercensal Population Estimate","924,403"
"36031","Essex County","2011","Intercensal Population Estimate","39,329"
"36033","Franklin County","2011","Intercensal Population Estimate","51,237"
"36035","Fulton County","2011","Intercensal Population Estimate","55,156"
"36037","Genesee County","2011","Intercensal Population Estimate","60,051"
"36039","Greene County","2011","Intercensal Population Estimate","48,948"
"36041","Hamilton County","2011","Intercensal Population Estimate","4,919"
"36043","Herkimer County","2011","Intercensal Population Estimate","64,273"
"36045","Jefferson County","2011","Intercensal Population Estimate","118,816"
"36047","Kings County","2011","Intercensal Population Estimate","2,564,525"
"36049","Lewis County","2011","Intercensal Population Estimate","27,065"
"36051","Livingston County","2011","Intercensal Population Estimate","64,743"
"36053","Madison County","2011","Intercensal Population Estimate","72,577"
"36055","Monroe County","2011","Intercensal Population Estimate","749,027"
"36057","Montgomery County","2011","Intercensal Population Estimate","49,957"
"36059","Nassau County","2011","Intercensal Population Estimate","1,351,478"
"36061","New York County","2011","Intercensal Population Estimate","1,618,186"
"36063","Niagara County","2011","Intercensal Population Estimate","216,209"
"36065","Oneida County","2011","Intercensal Population Estimate","234,778"
"36067","Onondaga County","2011","Intercensal Population Estimate","469,756"
"36069","Ontario County","2011","Intercensal Population Estimate","108,909"
"36071","Orange County","2011","Intercensal Population Estimate","376,163"
"36073","Orleans County","2011","Intercensal Population Estimate","42,683"
"36075","Oswego County","2011","Intercensal Population Estimate","122,109"
"36077","Otsego County","2011","Intercensal Population Estimate","61,933"
"36079","Putnam County","2011","Intercensal Population Estimate","99,692"
"36081","Queens County","2011","Intercensal Population Estimate","2,276,504"
"36083","Rensselaer County","2011","Intercensal Population Estimate","159,948"
"36085","Richmond County","2011","Intercensal Population Estimate","473,499"
"36087","Rockland County","2011","Intercensal Population Estimate","316,930"
"36089","St. Lawrence County","2011","Intercensal Population Estimate","112,432"
"36091","Saratoga County","2011","Intercensal Population Estimate","221,795"
"36093","Schenectady County","2011","Intercensal Population Estimate","155,205"
"36095","Schoharie County","2011","Intercensal Population Estimate","32,444"
"36097","Schuyler County","2011","Intercensal Population Estimate","18,446"
"36099","Seneca County","2011","Intercensal Population Estimate","35,294"
"36101","Steuben County","2011","Intercensal Population Estimate","98,960"
"36103","Suffolk County","2011","Intercensal Population Estimate","1,505,124"
"36105","Sullivan County","2011","Intercensal Population Estimate","77,416"
"36107","Tioga County","2011","Intercensal Population Estimate","50,946"
"36109","Tompkins County","2011","Intercensal Population Estimate","102,410"
"36111","Ulster County","2011","Intercensal Population Estimate","182,959"
"36113","Warren County","2011","Intercensal Population Estimate","65,989"
"36115","Washington County","2011","Intercensal Population Estimate","63,167"
"36117","Wayne County","2011","Intercensal Population Estimate","93,484"
"36119","Westchester County","2011","Intercensal Population Estimate","961,082"
"36121","Wyoming County","2011","Intercensal Population Estimate","41,971"
"36123","Yates County","2011","Intercensal Population Estimate","25,448"
"36000","New York State","2010","Intercensal Population Estimate","19,420,354"
"36001","Albany County","2010","Intercensal Population Estimate","304,351"
"36003","Allegany County","2010","Intercensal Population Estimate","48,992"
"36005","Bronx County","2010","Intercensal Population Estimate","1,388,573"
"36007","Broome County","2010","Intercensal Population Estimate","200,693"
"36009","Cattaraugus County","2010","Intercensal Population Estimate","80,245"
"36011","Cayuga County","2010","Intercensal Population Estimate","79,906"
"36013","Chautauqua County","2010","Intercensal Population Estimate","134,760"
"36015","Chemung County","2010","Intercensal Population Estimate","88,927"
"36017","Chenango County","2010","Intercensal Population Estimate","50,412"
"36019","Clinton County","2010","Intercensal Population Estimate","82,098"
"36021","Columbia County","2010","Intercensal Population Estimate","63,084"
"36023","Cortland County","2010","Intercensal Population Estimate","49,265"
"36025","Delaware County","2010","Intercensal Population Estimate","47,894"
"36027","Dutchess County","2010","Intercensal Population Estimate","297,778"
"36029","Erie County","2010","Intercensal Population Estimate","920,059"
"36031","Essex County","2010","Intercensal Population Estimate","39,370"
"36033","Franklin County","2010","Intercensal Population Estimate","51,581"
"36035","Fulton County","2010","Intercensal Population Estimate","55,461"
"36037","Genesee County","2010","Intercensal Population Estimate","59,963"
"36039","Greene County","2010","Intercensal Population Estimate","49,155"
"36041","Hamilton County","2010","Intercensal Population Estimate","4,870"
"36043","Herkimer County","2010","Intercensal Population Estimate","64,447"
"36045","Jefferson County","2010","Intercensal Population Estimate","116,810"
"36047","Kings County","2010","Intercensal Population Estimate","2,514,665"
"36049","Lewis County","2010","Intercensal Population Estimate","27,081"
"36051","Livingston County","2010","Intercensal Population Estimate","65,208"
"36053","Madison County","2010","Intercensal Population Estimate","73,378"
"36055","Monroe County","2010","Intercensal Population Estimate","745,029"
"36057","Montgomery County","2010","Intercensal Population Estimate","50,320"
"36059","Nassau County","2010","Intercensal Population Estimate","1,342,694"
"36061","New York County","2010","Intercensal Population Estimate","1,590,931"
"36063","Niagara County","2010","Intercensal Population Estimate","216,570"
"36065","Oneida County","2010","Intercensal Population Estimate","234,862"
"36067","Onondaga County","2010","Intercensal Population Estimate","467,963"
"36069","Ontario County","2010","Intercensal Population Estimate","108,242"
"36071","Orange County","2010","Intercensal Population Estimate","373,849"
"36073","Orleans County","2010","Intercensal Population Estimate","42,856"
"36075","Oswego County","2010","Intercensal Population Estimate","122,165"
"36077","Otsego County","2010","Intercensal Population Estimate","62,251"
"36079","Putnam County","2010","Intercensal Population Estimate","99,622"
"36081","Queens County","2010","Intercensal Population Estimate","2,238,813"
"36083","Rensselaer County","2010","Intercensal Population Estimate","159,411"
"36085","Richmond County","2010","Intercensal Population Estimate","470,102"
"36087","Rockland County","2010","Intercensal Population Estimate","312,793"
"36089","St. Lawrence County","2010","Intercensal Population Estimate","111,850"
"36091","Saratoga County","2010","Intercensal Population Estimate","220,255"
"36093","Schenectady County","2010","Intercensal Population Estimate","154,931"
"36095","Schoharie County","2010","Intercensal Population Estimate","32,649"
"36097","Schuyler County","2010","Intercensal Population Estimate","18,346"
"36099","Seneca County","2010","Intercensal Population Estimate","35,265"
"36101","Steuben County","2010","Intercensal Population Estimate","98,938"
"36103","Suffolk County","2010","Intercensal Population Estimate","1,495,577"
"36105","Sullivan County","2010","Intercensal Population Estimate","77,551"
"36107","Tioga County","2010","Intercensal Population Estimate","51,023"
"36109","Tompkins County","2010","Intercensal Population Estimate","101,852"
"36111","Ulster County","2010","Intercensal Population Estimate","182,522"
"36113","Warren County","2010","Intercensal Population Estimate","65,715"
"36115","Washington County","2010","Intercensal Population Estimate","63,372"
"36117","Wayne County","2010","Intercensal Population Estimate","93,796"
"36119","Westchester County","2010","Intercensal Population Estimate","951,690"
"36121","Wyoming County","2010","Intercensal Population Estimate","42,148"
"36123","Yates County","2010","Intercensal Population Estimate","25,375"
"36000","New York State","2010","Census Base Population","19,378,117"
"36001","Albany County","2010","Census Base Population","304,199"
"36003","Allegany County","2010","Census Base Population","48,923"
"36005","Bronx County","2010","Census Base Population","1,384,224"
"36007","Broome County","2010","Census Base Population","200,670"
"36009","Cattaraugus County","2010","Census Base Population","80,337"
"36011","Cayuga County","2010","Census Base Population","80,022"
"36013","Chautauqua County","2010","Census Base Population","134,907"
"36015","Chemung County","2010","Census Base Population","88,846"
"36017","Chenango County","2010","Census Base Population","50,516"
"36019","Clinton County","2010","Census Base Population","82,131"
"36021","Columbia County","2010","Census Base Population","63,063"
"36023","Cortland County","2010","Census Base Population","49,287"
"36025","Delaware County","2010","Census Base Population","47,962"
"36027","Dutchess County","2010","Census Base Population","297,444"
"36029","Erie County","2010","Census Base Population","919,129"
"36031","Essex County","2010","Census Base Population","39,371"
"36033","Franklin County","2010","Census Base Population","51,597"
"36035","Fulton County","2010","Census Base Population","55,509"
"36037","Genesee County","2010","Census Base Population","59,937"
"36039","Greene County","2010","Census Base Population","49,212"
"36041","Hamilton County","2010","Census Base Population","4,842"
"36043","Herkimer County","2010","Census Base Population","64,469"
"36045","Jefferson County","2010","Census Base Population","116,234"
"36047","Kings County","2010","Census Base Population","2,504,856"
"36049","Lewis County","2010","Census Base Population","27,087"
"36051","Livingston County","2010","Census Base Population","65,194"
"36053","Madison County","2010","Census Base Population","73,457"
"36055","Monroe County","2010","Census Base Population","744,396"
"36057","Montgomery County","2010","Census Base Population","50,268"
"36059","Nassau County","2010","Census Base Population","1,339,854"
"36061","New York County","2010","Census Base Population","1,586,609"
"36063","Niagara County","2010","Census Base Population","216,479"
"36065","Oneida County","2010","Census Base Population","234,851"
"36067","Onondaga County","2010","Census Base Population","467,068"
"36069","Ontario County","2010","Census Base Population","108,106"
"36071","Orange County","2010","Census Base Population","372,823"
"36073","Orleans County","2010","Census Base Population","42,891"
"36075","Oswego County","2010","Census Base Population","122,109"
"36077","Otsego County","2010","Census Base Population","62,278"
"36079","Putnam County","2010","Census Base Population","99,633"
"36081","Queens County","2010","Census Base Population","2,230,511"
"36083","Rensselaer County","2010","Census Base Population","159,435"
"36085","Richmond County","2010","Census Base Population","468,730"
"36087","Rockland County","2010","Census Base Population","311,691"
"36089","St. Lawrence County","2010","Census Base Population","111,941"
"36091","Saratoga County","2010","Census Base Population","219,598"
"36093","Schenectady County","2010","Census Base Population","154,758"
"36095","Schoharie County","2010","Census Base Population","32,723"
"36097","Schuyler County","2010","Census Base Population","18,369"
"36099","Seneca County","2010","Census Base Population","35,253"
"36101","Steuben County","2010","Census Base Population","98,946"
"36103","Suffolk County","2010","Census Base Population","1,493,116"
"36105","Sullivan County","2010","Census Base Population","77,504"
"36107","Tioga County","2010","Census Base Population","51,052"
"36109","Tompkins County","2010","Census Base Population","101,581"
"36111","Ulster County","2010","Census Base Population","182,522"
"36113","Warren County","2010","Census Base Population","65,698"
"36115","Washington County","2010","Census Base Population","63,254"
"36117","Wayne County","2010","Census Base Population","93,751"
"36119","Westchester County","2010","Census Base Population","949,376"
"36121","Wyoming County","2010","Census Base Population","42,154"
"36123","Yates County","2010","Census Base Population","25,364"
"36000","New York State","2009","Intercensal Population Estimate","19,307,066"
"36001","Albany County","2009","Intercensal Population Estimate","304,733"
"36003","Allegany County","2009","Intercensal Population Estimate","48,969"
"36005","Bronx County","2009","Intercensal Population Estimate","1,376,261"
"36007","Broome County","2009","Intercensal Population Estimate","200,935"
"36009","Cattaraugus County","2009","Intercensal Population Estimate","80,491"
"36011","Cayuga County","2009","Intercensal Population Estimate","80,172"
"36013","Chautauqua County","2009","Intercensal Population Estimate","135,197"
"36015","Chemung County","2009","Intercensal Population Estimate","88,849"
"36017","Chenango County","2009","Intercensal Population Estimate","50,639"
"36019","Clinton County","2009","Intercensal Population Estimate","82,280"
"36021","Columbia County","2009","Intercensal Population Estimate","63,023"
"36023","Cortland County","2009","Intercensal Population Estimate","49,358"
"36025","Delaware County","2009","Intercensal Population Estimate","48,182"
"36027","Dutchess County","2009","Intercensal Population Estimate","296,887"
"36029","Erie County","2009","Intercensal Population Estimate","919,334"
"36031","Essex County","2009","Intercensal Population Estimate","39,478"
"36033","Franklin County","2009","Intercensal Population Estimate","51,706"
"36035","Fulton County","2009","Intercensal Population Estimate","55,558"
"36037","Genesee County","2009","Intercensal Population Estimate","59,932"
"36039","Greene County","2009","Intercensal Population Estimate","49,372"
"36041","Hamilton County","2009","Intercensal Population Estimate","4,858"
"36043","Herkimer County","2009","Intercensal Population Estimate","64,381"
"36045","Jefferson County","2009","Intercensal Population Estimate","115,023"
"36047","Kings County","2009","Intercensal Population Estimate","2,487,751"
"36049","Lewis County","2009","Intercensal Population Estimate","27,047"
"36051","Livingston County","2009","Intercensal Population Estimate","65,420"
"36053","Madison County","2009","Intercensal Population Estimate","73,169"
"36055","Monroe County","2009","Intercensal Population Estimate","743,386"
"36057","Montgomery County","2009","Intercensal Population Estimate","50,001"
"36059","Nassau County","2009","Intercensal Population Estimate","1,332,088"
"36061","New York County","2009","Intercensal Population Estimate","1,583,431"
"36063","Niagara County","2009","Intercensal Population Estimate","216,043"
"36065","Oneida County","2009","Intercensal Population Estimate","234,619"
"36067","Onondaga County","2009","Intercensal Population Estimate","465,633"
"36069","Ontario County","2009","Intercensal Population Estimate","107,214"
"36071","Orange County","2009","Intercensal Population Estimate","372,079"
"36073","Orleans County","2009","Intercensal Population Estimate","42,975"
"36075","Oswego County","2009","Intercensal Population Estimate","122,055"
"36077","Otsego County","2009","Intercensal Population Estimate","62,280"
"36079","Putnam County","2009","Intercensal Population Estimate","99,666"
"36081","Queens County","2009","Intercensal Population Estimate","2,217,166"
"36083","Rensselaer County","2009","Intercensal Population Estimate","159,150"
"36085","Richmond County","2009","Intercensal Population Estimate","466,965"
"36087","Rockland County","2009","Intercensal Population Estimate","308,652"
"36089","St. Lawrence County","2009","Intercensal Population Estimate","112,169"
"36091","Saratoga County","2009","Intercensal Population Estimate","218,652"
"36093","Schenectady County","2009","Intercensal Population Estimate","154,050"
"36095","Schoharie County","2009","Intercensal Population Estimate","32,776"
"36097","Schuyler County","2009","Intercensal Population Estimate","18,398"
"36099","Seneca County","2009","Intercensal Population Estimate","35,286"
"36101","Steuben County","2009","Intercensal Population Estimate","98,949"
"36103","Suffolk County","2009","Intercensal Population Estimate","1,487,206"
"36105","Sullivan County","2009","Intercensal Population Estimate","77,647"
"36107","Tioga County","2009","Intercensal Population Estimate","51,236"
"36109","Tompkins County","2009","Intercensal Population Estimate","101,497"
"36111","Ulster County","2009","Intercensal Population Estimate","182,638"
"36113","Warren County","2009","Intercensal Population Estimate","65,694"
"36115","Washington County","2009","Intercensal Population Estimate","63,077"
"36117","Wayne County","2009","Intercensal Population Estimate","93,643"
"36119","Westchester County","2009","Intercensal Population Estimate","944,201"
"36121","Wyoming County","2009","Intercensal Population Estimate","42,236"
"36123","Yates County","2009","Intercensal Population Estimate","25,303"
"36000","New York State","2008","Intercensal Population Estimate","19,212,436"
"36001","Albany County","2008","Intercensal Population Estimate","303,739"
"36003","Allegany County","2008","Intercensal Population Estimate","49,177"
"36005","Bronx County","2008","Intercensal Population Estimate","1,363,488"
"36007","Broome County","2008","Intercensal Population Estimate","201,029"
"36009","Cattaraugus County","2008","Intercensal Population Estimate","80,761"
"36011","Cayuga County","2008","Intercensal Population Estimate","80,482"
"36013","Chautauqua County","2008","Intercensal Population Estimate","135,229"
"36015","Chemung County","2008","Intercensal Population Estimate","88,503"
"36017","Chenango County","2008","Intercensal Population Estimate","51,326"
"36019","Clinton County","2008","Intercensal Population Estimate","82,401"
"36021","Columbia County","2008","Intercensal Population Estimate","63,253"
"36023","Cortland County","2008","Intercensal Population Estimate","49,537"
"36025","Delaware County","2008","Intercensal Population Estimate","48,363"
"36027","Dutchess County","2008","Intercensal Population Estimate","296,267"
"36029","Erie County","2008","Intercensal Population Estimate","920,571"
"36031","Essex County","2008","Intercensal Population Estimate","39,435"
"36033","Franklin County","2008","Intercensal Population Estimate","51,907"
"36035","Fulton County","2008","Intercensal Population Estimate","55,584"
"36037","Genesee County","2008","Intercensal Population Estimate","59,895"
"36039","Greene County","2008","Intercensal Population Estimate","49,467"
"36041","Hamilton County","2008","Intercensal Population Estimate","4,893"
"36043","Herkimer County","2008","Intercensal Population Estimate","64,404"
"36045","Jefferson County","2008","Intercensal Population Estimate","115,033"
"36047","Kings County","2008","Intercensal Population Estimate","2,460,361"
"36049","Lewis County","2008","Intercensal Population Estimate","26,878"
"36051","Livingston County","2008","Intercensal Population Estimate","65,637"
"36053","Madison County","2008","Intercensal Population Estimate","73,075"
"36055","Monroe County","2008","Intercensal Population Estimate","741,018"
"36057","Montgomery County","2008","Intercensal Population Estimate","49,951"
"36059","Nassau County","2008","Intercensal Population Estimate","1,325,129"
"36061","New York County","2008","Intercensal Population Estimate","1,587,022"
"36063","Niagara County","2008","Intercensal Population Estimate","215,793"
"36065","Oneida County","2008","Intercensal Population Estimate","234,482"
"36067","Onondaga County","2008","Intercensal Population Estimate","463,472"
"36069","Ontario County","2008","Intercensal Population Estimate","106,302"
"36071","Orange County","2008","Intercensal Population Estimate","370,201"
"36073","Orleans County","2008","Intercensal Population Estimate","43,254"
"36075","Oswego County","2008","Intercensal Population Estimate","122,366"
"36077","Otsego County","2008","Intercensal Population Estimate","62,561"
"36079","Putnam County","2008","Intercensal Population Estimate","99,537"
"36081","Queens County","2008","Intercensal Population Estimate","2,193,623"
"36083","Rensselaer County","2008","Intercensal Population Estimate","159,011"
"36085","Richmond County","2008","Intercensal Population Estimate","463,701"
"36087","Rockland County","2008","Intercensal Population Estimate","305,413"
"36089","St. Lawrence County","2008","Intercensal Population Estimate","111,684"
"36091","Saratoga County","2008","Intercensal Population Estimate","217,282"
"36093","Schenectady County","2008","Intercensal Population Estimate","153,360"
"36095","Schoharie County","2008","Intercensal Population Estimate","32,890"
"36097","Schuyler County","2008","Intercensal Population Estimate","18,644"
"36099","Seneca County","2008","Intercensal Population Estimate","35,370"
"36101","Steuben County","2008","Intercensal Population Estimate","98,726"
"36103","Suffolk County","2008","Intercensal Population Estimate","1,480,218"
"36105","Sullivan County","2008","Intercensal Population Estimate","77,755"
"36107","Tioga County","2008","Intercensal Population Estimate","51,498"
"36109","Tompkins County","2008","Intercensal Population Estimate","100,383"
"36111","Ulster County","2008","Intercensal Population Estimate","183,174"
"36113","Warren County","2008","Intercensal Population Estimate","65,848"
"36115","Washington County","2008","Intercensal Population Estimate","63,252"
"36117","Wayne County","2008","Intercensal Population Estimate","93,739"
"36119","Westchester County","2008","Intercensal Population Estimate","937,449"
"36121","Wyoming County","2008","Intercensal Population Estimate","42,281"
"36123","Yates County","2008","Intercensal Population Estimate","25,352"
"36000","New York State","2007","Intercensal Population Estimate","19,132,335"
"36001","Albany County","2007","Intercensal Population Estimate","303,858"
"36003","Allegany County","2007","Intercensal Population Estimate","49,079"
"36005","Bronx County","2007","Intercensal Population Estimate","1,354,056"
"36007","Broome County","2007","Intercensal Population Estimate","200,877"
"36009","Cattaraugus County","2007","Intercensal Population Estimate","81,056"
"36011","Cayuga County","2007","Intercensal Population Estimate","80,629"
"36013","Chautauqua County","2007","Intercensal Population Estimate","135,481"
"36015","Chemung County","2007","Intercensal Population Estimate","88,634"
"36017","Chenango County","2007","Intercensal Population Estimate","51,463"
"36019","Clinton County","2007","Intercensal Population Estimate","82,556"
"36021","Columbia County","2007","Intercensal Population Estimate","63,430"
"36023","Cortland County","2007","Intercensal Population Estimate","49,624"
